fir_id,crime_type,location_type,state,time_of_day,weapon_used,entry_method,target_type,suspect_age_group,prior_record,accomplice_count,evidence_recovered,digital_evidence,mo_tags,mo_text,severity_score,recidivism
FIR-00233,assault,bank_premises,BR,night,knife,none,individual,46-60,0,0,0,0,prior_surveillance|planned_operation|accomplice_involved|opportunistic,Suspect conducted prior surveillance of the target. evidence of pre-planned operation. at least one accomplice was involved in the act. crime appears to be opportunistic in nature.,7,0
FIR-00234,cybercrime,industrial_area,TS,evening,rope,cyber_access,financial_institution,18-25,0,0,0,1,multiple_offenders|psychological_manipulation|physical_restraint|evidence_concealment,Multiple offenders participated. victim was manipulated psychologically. victim was physically restrained. suspect attempted to conceal evidence.,4,0
FIR-00235,fraud,rural_area,AP,afternoon,none,impersonation,commercial_establishment,60+,0,2,0,1,multiple_offenders|use_of_disguise|lone_wolf|prior_surveillance|evidence_concealment,Multiple offenders participated. suspect used a disguise to conceal identity. single offender acted alone. suspect conducted prior surveillance of the target. suspect attempted to conceal evidence.,8,0
FIR-00236,vehicle_theft,commercial_zone,KA,night,none,unlocked_door,infrastructure,juvenile,0,1,1,0,local_knowledge|repeat_target,Suspect demonstrated knowledge of the local area. location or victim was targeted previously.,5,1
FIR-00237,assault,bank_premises,MP,evening,vehicle,none,public_space,26-35,1,1,1,0,lone_wolf|psychological_manipulation|escape_vehicle_used,Single offender acted alone. victim was manipulated psychologically. suspect escaped using a vehicle.,7,0
FIR-00238,fraud,residential_area,MP,morning,none,cyber_access,commercial_establishment,juvenile,0,1,1,1,escape_vehicle_used|repeat_target|insider_help,Suspect escaped using a vehicle. location or victim was targeted previously. insider assistance may have been involved.,8,0
FIR-00239,cybercrime,highway,RJ,afternoon,none,roof_access,digital_asset,46-60,1,3,0,1,local_knowledge|multiple_offenders|planned_operation,Suspect demonstrated knowledge of the local area. multiple offenders participated. evidence of pre-planned operation.,4,1
FIR-00240,drug_offense,industrial_area,KA,night,knife,window_break,individual,18-25,1,0,0,0,lone_wolf|repeat_target|escape_vehicle_used|physical_restraint|insider_help,Single offender acted alone. location or victim was targeted previously. suspect escaped using a vehicle. victim was physically restrained. insider assistance may have been involved.,4,1
FIR-00241,drug_offense,residential_area,TN,night,knife,none,individual,36-45,1,0,0,0,evidence_concealment|opportunistic|insider_help|escape_vehicle_used,Suspect attempted to conceal evidence. crime appears to be opportunistic in nature. insider assistance may have been involved. suspect escaped using a vehicle.,5,1
FIR-00242,burglary,commercial_zone,TN,midnight,blunt_object,lock_picking,individual,60+,1,0,1,0,insider_help|escape_vehicle_used|prior_surveillance|night_operation|evidence_concealment,Insider assistance may have been involved. suspect escaped using a vehicle. suspect conducted prior surveillance of the target. crime was executed during nighttime hours. suspect attempted to conceal evidence.,5,1
FIR-00243,kidnapping,bank_premises,KA,afternoon,firearm,social_engineering,infrastructure,juvenile,0,0,1,0,planned_operation|opportunistic|prior_surveillance|psychological_manipulation,Evidence of pre-planned operation. crime appears to be opportunistic in nature. suspect conducted prior surveillance of the target. victim was manipulated psychologically.,8,1
FIR-00244,fraud,marketplace,AP,afternoon,knife,impersonation,multiple,60+,1,1,0,1,insider_help|use_of_disguise,Insider assistance may have been involved. suspect used a disguise to conceal identity.,8,1
FIR-00245,burglary,marketplace,TN,night,none,lock_picking,commercial_establishment,60+,1,1,1,0,escape_vehicle_used|evidence_concealment|use_of_disguise|repeat_target|prior_surveillance,Suspect escaped using a vehicle. suspect attempted to conceal evidence. suspect used a disguise to conceal identity. location or victim was targeted previously. suspect conducted prior surveillance of the target.,6,1
FIR-00246,vehicle_theft,marketplace,PB,early_morning,none,unlocked_door,vehicle,26-35,1,0,0,0,lone_wolf|prior_surveillance|local_knowledge|psychological_manipulation,Single offender acted alone. suspect conducted prior surveillance of the target. suspect demonstrated knowledge of the local area. victim was manipulated psychologically.,5,1
FIR-00247,vandalism,bank_premises,WB,night,chemical,none,financial_institution,60+,0,0,0,0,physical_restraint|opportunistic|planned_operation,Victim was physically restrained. crime appears to be opportunistic in nature. evidence of pre-planned operation.,2,0
FIR-00248,burglary,parking_lot,PB,morning,blunt_object,forced_entry,household,60+,1,0,1,0,use_of_technology|prior_surveillance|opportunistic|night_operation|physical_restraint,Digital tools or devices were used. suspect conducted prior surveillance of the target. crime appears to be opportunistic in nature. crime was executed during nighttime hours. victim was physically restrained.,5,1
FIR-00249,robbery,bank_premises,KL,evening,knife,social_engineering,government_property,juvenile,1,1,0,0,use_of_disguise|night_operation|use_of_technology|accomplice_involved,Suspect used a disguise to conceal identity. crime was executed during nighttime hours. digital tools or devices were used. at least one accomplice was involved in the act.,7,1
FIR-00250,vehicle_theft,rural_area,WB,night,improvised_tool,lock_picking,multiple,60+,0,0,1,0,night_operation|use_of_disguise|local_knowledge|lone_wolf|use_of_technology,Crime was executed during nighttime hours. suspect used a disguise to conceal identity. suspect demonstrated knowledge of the local area. single offender acted alone. digital tools or devices were used.,4,1
FIR-00251,fraud,rural_area,TN,night,rope,tunneling,digital_asset,46-60,0,1,1,1,local_knowledge|evidence_concealment|use_of_technology,Suspect demonstrated knowledge of the local area. suspect attempted to conceal evidence. digital tools or devices were used.,7,0
FIR-00252,murder,residential_area,TN,early_morning,blunt_object,window_break,individual,26-35,1,4,0,0,prior_surveillance|local_knowledge|multiple_offenders|escape_vehicle_used,Suspect conducted prior surveillance of the target. suspect demonstrated knowledge of the local area. multiple offenders participated. suspect escaped using a vehicle.,10,0
FIR-00253,robbery,educational_institution,AP,midnight,blunt_object,social_engineering,financial_institution,juvenile,1,1,0,0,use_of_disguise|escape_vehicle_used|opportunistic,Suspect used a disguise to conceal identity. suspect escaped using a vehicle. crime appears to be opportunistic in nature.,7,0
FIR-00254,vandalism,rural_area,RJ,night,blunt_object,roof_access,vehicle,36-45,0,0,1,0,insider_help|escape_vehicle_used,Insider assistance may have been involved. suspect escaped using a vehicle.,4,0
FIR-00255,burglary,marketplace,AP,night,none,window_break,commercial_establishment,46-60,0,2,0,0,multiple_offenders|repeat_target|local_knowledge,Multiple offenders participated. location or victim was targeted previously. suspect demonstrated knowledge of the local area.,5,1
FIR-00256,murder,industrial_area,MP,night,blunt_object,forced_entry,individual,36-45,1,1,1,0,planned_operation|use_of_technology|physical_restraint|escape_vehicle_used|lone_wolf,Evidence of pre-planned operation. digital tools or devices were used. victim was physically restrained. suspect escaped using a vehicle. single offender acted alone.,9,1
FIR-00257,fraud,parking_lot,MH,morning,none,impersonation,commercial_establishment,60+,0,4,0,1,escape_vehicle_used|physical_restraint|multiple_offenders,Suspect escaped using a vehicle. victim was physically restrained. multiple offenders participated.,7,0
FIR-00258,murder,residential_area,AP,night,blunt_object,forced_entry,household,18-25,0,1,0,0,prior_surveillance|opportunistic|escape_vehicle_used|local_knowledge,Suspect conducted prior surveillance of the target. crime appears to be opportunistic in nature. suspect escaped using a vehicle. suspect demonstrated knowledge of the local area.,10,1
FIR-00259,fraud,residential_area,AP,morning,none,impersonation,financial_institution,36-45,0,1,0,1,use_of_technology|use_of_disguise,Digital tools or devices were used. suspect used a disguise to conceal identity.,6,1
FIR-00260,murder,residential_area,PB,night,blunt_object,forced_entry,individual,26-35,0,0,0,0,insider_help|planned_operation|use_of_technology|escape_vehicle_used|accomplice_involved,Insider assistance may have been involved. evidence of pre-planned operation. digital tools or devices were used. suspect escaped using a vehicle. at least one accomplice was involved in the act.,10,0
FIR-00261,vehicle_theft,industrial_area,GJ,midnight,improvised_tool,lock_picking,vehicle,juvenile,0,1,1,0,physical_restraint|night_operation|use_of_technology|repeat_target,Victim was physically restrained. crime was executed during nighttime hours. digital tools or devices were used. location or victim was targeted previously.,5,0
FIR-00262,burglary,bank_premises,AP,afternoon,blunt_object,lock_picking,commercial_establishment,60+,0,4,1,0,multiple_offenders|night_operation|physical_restraint,Multiple offenders participated. crime was executed during nighttime hours. victim was physically restrained.,6,1
FIR-00263,murder,highway,TS,night,chemical,none,individual,18-25,0,0,0,0,psychological_manipulation|accomplice_involved|use_of_technology,Victim was manipulated psychologically. at least one accomplice was involved in the act. digital tools or devices were used.,10,0
FIR-00264,fraud,marketplace,BR,morning,rope,tunneling,government_property,60+,0,1,0,1,repeat_target|local_knowledge|night_operation|accomplice_involved,Location or victim was targeted previously. suspect demonstrated knowledge of the local area. crime was executed during nighttime hours. at least one accomplice was involved in the act.,6,1
FIR-00265,vandalism,rural_area,PB,night,chemical,none,commercial_establishment,18-25,1,2,1,0,repeat_target|use_of_disguise|night_operation|multiple_offenders|prior_surveillance,Location or victim was targeted previously. suspect used a disguise to conceal identity. crime was executed during nighttime hours. multiple offenders participated. suspect conducted prior surveillance of the target.,2,1
FIR-00266,vehicle_theft,rural_area,BR,morning,improvised_tool,lock_picking,public_space,36-45,1,4,0,0,accomplice_involved|physical_restraint|escape_vehicle_used|planned_operation|multiple_offenders,At least one accomplice was involved in the act. victim was physically restrained. suspect escaped using a vehicle. evidence of pre-planned operation. multiple offenders participated.,5,1
FIR-00267,drug_offense,residential_area,RJ,midnight,none,forced_entry,public_space,46-60,0,1,1,0,planned_operation|repeat_target,Evidence of pre-planned operation. location or victim was targeted previously.,5,1
FIR-00268,assault,commercial_zone,MP,afternoon,improvised_tool,unlocked_door,public_space,60+,1,1,0,0,local_knowledge|planned_operation|opportunistic,Suspect demonstrated knowledge of the local area. evidence of pre-planned operation. crime appears to be opportunistic in nature.,5,1
FIR-00269,murder,rural_area,MP,midnight,firearm,none,individual,juvenile,0,1,0,0,local_knowledge|use_of_technology|planned_operation,Suspect demonstrated knowledge of the local area. digital tools or devices were used. evidence of pre-planned operation.,9,1
FIR-00270,assault,educational_institution,UP,morning,knife,forced_entry,public_space,60+,1,1,1,0,planned_operation|prior_surveillance|physical_restraint,Evidence of pre-planned operation. suspect conducted prior surveillance of the target. victim was physically restrained.,5,0
FIR-00271,murder,highway,DL,night,blunt_object,forced_entry,individual,36-45,0,0,0,0,insider_help|lone_wolf,Insider assistance may have been involved. single offender acted alone.,10,0
FIR-00272,assault,rural_area,MH,afternoon,none,none,government_property,juvenile,1,0,1,0,opportunistic|psychological_manipulation|repeat_target,Crime appears to be opportunistic in nature. victim was manipulated psychologically. location or victim was targeted previously.,7,1
FIR-00273,vandalism,bank_premises,KA,night,improvised_tool,none,digital_asset,juvenile,0,0,0,0,use_of_technology|opportunistic,Digital tools or devices were used. crime appears to be opportunistic in nature.,4,0
FIR-00274,vandalism,parking_lot,BR,night,improvised_tool,none,commercial_establishment,26-35,1,0,0,0,evidence_concealment|insider_help|local_knowledge|use_of_disguise|physical_restraint,Suspect attempted to conceal evidence. insider assistance may have been involved. suspect demonstrated knowledge of the local area. suspect used a disguise to conceal identity. victim was physically restrained.,3,1
FIR-00275,robbery,rural_area,HR,evening,rope,none,financial_institution,46-60,0,1,1,0,planned_operation|escape_vehicle_used,Evidence of pre-planned operation. suspect escaped using a vehicle.,7,1
FIR-00276,drug_offense,rural_area,BR,night,none,none,financial_institution,26-35,0,2,1,0,accomplice_involved|psychological_manipulation|use_of_disguise|insider_help|multiple_offenders,At least one accomplice was involved in the act. victim was manipulated psychologically. suspect used a disguise to conceal identity. insider assistance may have been involved. multiple offenders participated.,6,1
FIR-00277,kidnapping,public_transport,TS,early_morning,chemical,window_break,individual,46-60,1,0,1,0,use_of_disguise|evidence_concealment|repeat_target|prior_surveillance,Suspect used a disguise to conceal identity. suspect attempted to conceal evidence. location or victim was targeted previously. suspect conducted prior surveillance of the target.,9,1
FIR-00278,assault,public_transport,WB,night,chemical,tunneling,individual,26-35,0,0,0,0,planned_operation|use_of_technology|repeat_target|use_of_disguise,Evidence of pre-planned operation. digital tools or devices were used. location or victim was targeted previously. suspect used a disguise to conceal identity.,5,1
FIR-00279,murder,educational_institution,UP,midnight,firearm,social_engineering,infrastructure,26-35,0,1,0,0,repeat_target|night_operation,Location or victim was targeted previously. crime was executed during nighttime hours.,10,0
FIR-00280,burglary,commercial_zone,HR,night,vehicle,window_break,household,46-60,0,1,0,0,prior_surveillance|physical_restraint|local_knowledge|repeat_target,Suspect conducted prior surveillance of the target. victim was physically restrained. suspect demonstrated knowledge of the local area. location or victim was targeted previously.,5,0
FIR-00281,vehicle_theft,commercial_zone,AP,early_morning,improvised_tool,unlocked_door,vehicle,juvenile,0,1,0,0,planned_operation|use_of_technology,Evidence of pre-planned operation. digital tools or devices were used.,4,1
FIR-00282,cybercrime,residential_area,RJ,morning,none,cyber_access,financial_institution,juvenile,1,1,1,1,local_knowledge|use_of_disguise|escape_vehicle_used|physical_restraint|evidence_concealment,Suspect demonstrated knowledge of the local area. suspect used a disguise to conceal identity. suspect escaped using a vehicle. victim was physically restrained. suspect attempted to conceal evidence.,6,0
FIR-00283,cybercrime,marketplace,WB,morning,none,unlocked_door,digital_asset,juvenile,1,1,0,1,evidence_concealment|night_operation|lone_wolf|use_of_disguise|physical_restraint,Suspect attempted to conceal evidence. crime was executed during nighttime hours. single offender acted alone. suspect used a disguise to conceal identity. victim was physically restrained.,5,1
FIR-00284,fraud,industrial_area,HR,afternoon,none,social_engineering,commercial_establishment,26-35,1,2,0,1,night_operation|planned_operation|multiple_offenders,Crime was executed during nighttime hours. evidence of pre-planned operation. multiple offenders participated.,6,0
FIR-00285,cybercrime,commercial_zone,TN,afternoon,none,cyber_access,digital_asset,26-35,0,0,1,1,multiple_offenders|physical_restraint|local_knowledge|opportunistic|use_of_technology,Multiple offenders participated. victim was physically restrained. suspect demonstrated knowledge of the local area. crime appears to be opportunistic in nature. digital tools or devices were used.,4,0
FIR-00286,robbery,commercial_zone,DL,midnight,blunt_object,none,financial_institution,46-60,0,4,0,0,psychological_manipulation|insider_help|evidence_concealment|multiple_offenders|prior_surveillance,Victim was manipulated psychologically. insider assistance may have been involved. suspect attempted to conceal evidence. multiple offenders participated. suspect conducted prior surveillance of the target.,7,1
FIR-00287,assault,educational_institution,HR,night,knife,none,individual,46-60,0,4,1,0,multiple_offenders|escape_vehicle_used|opportunistic|accomplice_involved,Multiple offenders participated. suspect escaped using a vehicle. crime appears to be opportunistic in nature. at least one accomplice was involved in the act.,7,0
FIR-00288,assault,commercial_zone,PB,early_morning,none,none,vehicle,26-35,1,0,0,0,local_knowledge|psychological_manipulation|opportunistic|escape_vehicle_used|planned_operation,Suspect demonstrated knowledge of the local area. victim was manipulated psychologically. crime appears to be opportunistic in nature. suspect escaped using a vehicle. evidence of pre-planned operation.,6,1
FIR-00289,murder,industrial_area,DL,evening,blunt_object,forced_entry,individual,juvenile,0,0,0,0,evidence_concealment|psychological_manipulation|planned_operation,Suspect attempted to conceal evidence. victim was manipulated psychologically. evidence of pre-planned operation.,9,0
FIR-00290,kidnapping,highway,TN,midnight,knife,social_engineering,individual,26-35,1,4,1,0,evidence_concealment|multiple_offenders,Suspect attempted to conceal evidence. multiple offenders participated.,10,0
FIR-00291,kidnapping,commercial_zone,KL,night,chemical,none,individual,18-25,0,0,1,0,lone_wolf|use_of_technology|accomplice_involved|evidence_concealment,Single offender acted alone. digital tools or devices were used. at least one accomplice was involved in the act. suspect attempted to conceal evidence.,8,0
FIR-00292,robbery,marketplace,MP,evening,firearm,window_break,individual,36-45,0,4,1,0,multiple_offenders|opportunistic|local_knowledge|repeat_target,Multiple offenders participated. crime appears to be opportunistic in nature. suspect demonstrated knowledge of the local area. location or victim was targeted previously.,7,1
FIR-00293,vandalism,residential_area,WB,midnight,improvised_tool,none,multiple,26-35,1,1,1,0,use_of_technology|repeat_target,Digital tools or devices were used. location or victim was targeted previously.,3,1
FIR-00294,burglary,educational_institution,TN,night,improvised_tool,window_break,household,60+,0,0,1,0,psychological_manipulation|accomplice_involved,Victim was manipulated psychologically. at least one accomplice was involved in the act.,7,0
FIR-00295,kidnapping,educational_institution,MH,morning,chemical,none,individual,juvenile,1,1,1,0,evidence_concealment|repeat_target|insider_help|escape_vehicle_used|use_of_technology,Suspect attempted to conceal evidence. location or victim was targeted previously. insider assistance may have been involved. suspect escaped using a vehicle. digital tools or devices were used.,10,1
FIR-00296,cybercrime,commercial_zone,TS,afternoon,none,cyber_access,individual,46-60,1,3,1,1,use_of_technology|opportunistic|repeat_target|multiple_offenders|accomplice_involved,Digital tools or devices were used. crime appears to be opportunistic in nature. location or victim was targeted previously. multiple offenders participated. at least one accomplice was involved in the act.,6,1
FIR-00297,vehicle_theft,residential_area,MH,night,none,unlocked_door,vehicle,juvenile,1,1,0,0,lone_wolf|opportunistic,Single offender acted alone. crime appears to be opportunistic in nature.,4,1
FIR-00298,burglary,commercial_zone,PB,night,none,window_break,household,juvenile,0,0,1,0,opportunistic|lone_wolf|accomplice_involved|escape_vehicle_used|use_of_disguise,Crime appears to be opportunistic in nature. single offender acted alone. at least one accomplice was involved in the act. suspect escaped using a vehicle. suspect used a disguise to conceal identity.,6,1
FIR-00299,cybercrime,highway,GJ,midnight,none,tunneling,digital_asset,36-45,0,1,0,1,use_of_technology|use_of_disguise|insider_help|accomplice_involved,Digital tools or devices were used. suspect used a disguise to conceal identity. insider assistance may have been involved. at least one accomplice was involved in the act.,4,0
FIR-00300,murder,commercial_zone,DL,evening,knife,none,government_property,juvenile,1,0,1,0,lone_wolf|prior_surveillance|insider_help|use_of_disguise,Single offender acted alone. suspect conducted prior surveillance of the target. insider assistance may have been involved. suspect used a disguise to conceal identity.,9,0
FIR-00301,cybercrime,commercial_zone,TN,afternoon,none,roof_access,financial_institution,46-60,1,0,0,1,night_operation|physical_restraint|use_of_technology|opportunistic|local_knowledge,Crime was executed during nighttime hours. victim was physically restrained. digital tools or devices were used. crime appears to be opportunistic in nature. suspect demonstrated knowledge of the local area.,5,0
FIR-00302,fraud,bank_premises,RJ,afternoon,chemical,impersonation,individual,juvenile,0,0,1,1,local_knowledge|lone_wolf|accomplice_involved|psychological_manipulation,Suspect demonstrated knowledge of the local area. single offender acted alone. at least one accomplice was involved in the act. victim was manipulated psychologically.,7,0
FIR-00303,vehicle_theft,marketplace,PB,night,none,lock_picking,government_property,46-60,0,0,1,0,accomplice_involved|opportunistic,At least one accomplice was involved in the act. crime appears to be opportunistic in nature.,5,1
FIR-00304,robbery,commercial_zone,KL,evening,none,social_engineering,individual,juvenile,1,0,0,0,evidence_concealment|lone_wolf,Suspect attempted to conceal evidence. single offender acted alone.,7,0
FIR-00305,burglary,commercial_zone,WB,night,none,lock_picking,household,juvenile,0,1,1,0,use_of_disguise|local_knowledge|night_operation,Suspect used a disguise to conceal identity. suspect demonstrated knowledge of the local area. crime was executed during nighttime hours.,7,1
FIR-00306,robbery,industrial_area,DL,night,none,social_engineering,multiple,26-35,1,3,0,0,multiple_offenders|use_of_disguise|escape_vehicle_used,Multiple offenders participated. suspect used a disguise to conceal identity. suspect escaped using a vehicle.,7,1
FIR-00307,vandalism,commercial_zone,MH,night,blunt_object,roof_access,public_space,juvenile,1,0,0,0,physical_restraint|planned_operation,Victim was physically restrained. evidence of pre-planned operation.,3,1
FIR-00308,assault,marketplace,DL,afternoon,none,none,individual,46-60,0,0,1,0,escape_vehicle_used|planned_operation|prior_surveillance|use_of_technology,Suspect escaped using a vehicle. evidence of pre-planned operation. suspect conducted prior surveillance of the target. digital tools or devices were used.,5,1
FIR-00309,drug_offense,marketplace,UP,midnight,none,none,individual,36-45,1,1,1,0,accomplice_involved|psychological_manipulation,At least one accomplice was involved in the act. victim was manipulated psychologically.,4,1
FIR-00310,fraud,marketplace,DL,afternoon,blunt_object,social_engineering,individual,46-60,1,1,0,1,lone_wolf|physical_restraint|evidence_concealment,Single offender acted alone. victim was physically restrained. suspect attempted to conceal evidence.,6,1
FIR-00311,robbery,marketplace,WB,night,rope,social_engineering,household,46-60,1,1,0,0,repeat_target|night_operation|physical_restraint|insider_help|use_of_disguise,Location or victim was targeted previously. crime was executed during nighttime hours. victim was physically restrained. insider assistance may have been involved. suspect used a disguise to conceal identity.,7,1
FIR-00312,fraud,marketplace,RJ,morning,none,social_engineering,individual,36-45,1,0,0,1,insider_help|lone_wolf|repeat_target|physical_restraint,Insider assistance may have been involved. single offender acted alone. location or victim was targeted previously. victim was physically restrained.,8,1
FIR-00313,robbery,public_transport,GJ,evening,firearm,none,financial_institution,18-25,1,0,0,0,repeat_target|lone_wolf|physical_restraint,Location or victim was targeted previously. single offender acted alone. victim was physically restrained.,8,0
FIR-00314,murder,marketplace,DL,night,blunt_object,forced_entry,public_space,18-25,0,1,0,0,multiple_offenders|night_operation,Multiple offenders participated. crime was executed during nighttime hours.,10,1
FIR-00315,burglary,marketplace,PB,midnight,none,lock_picking,commercial_establishment,18-25,0,0,1,0,escape_vehicle_used|psychological_manipulation|insider_help,Suspect escaped using a vehicle. victim was manipulated psychologically. insider assistance may have been involved.,5,0
FIR-00316,fraud,parking_lot,KL,afternoon,none,impersonation,household,26-35,0,1,1,1,accomplice_involved|evidence_concealment|planned_operation|opportunistic,At least one accomplice was involved in the act. suspect attempted to conceal evidence. evidence of pre-planned operation. crime appears to be opportunistic in nature.,6,0
FIR-00317,assault,marketplace,HR,afternoon,knife,none,individual,60+,0,1,1,0,insider_help|opportunistic|lone_wolf,Insider assistance may have been involved. crime appears to be opportunistic in nature. single offender acted alone.,7,0
FIR-00318,burglary,marketplace,GJ,midnight,none,window_break,commercial_establishment,46-60,0,0,1,0,planned_operation|lone_wolf,Evidence of pre-planned operation. single offender acted alone.,5,0
FIR-00319,assault,bank_premises,MH,evening,blunt_object,none,individual,60+,1,0,1,0,evidence_concealment|opportunistic|planned_operation,Suspect attempted to conceal evidence. crime appears to be opportunistic in nature. evidence of pre-planned operation.,7,1
FIR-00320,vehicle_theft,marketplace,TS,night,improvised_tool,unlocked_door,vehicle,46-60,0,0,1,0,lone_wolf|repeat_target|physical_restraint|use_of_disguise|evidence_concealment,Single offender acted alone. location or victim was targeted previously. victim was physically restrained. suspect used a disguise to conceal identity. suspect attempted to conceal evidence.,4,1
FIR-00321,fraud,bank_premises,UP,early_morning,none,impersonation,individual,26-35,0,0,1,1,opportunistic|night_operation|accomplice_involved,Crime appears to be opportunistic in nature. crime was executed during nighttime hours. at least one accomplice was involved in the act.,7,1
FIR-00322,cybercrime,bank_premises,MP,morning,none,cyber_access,financial_institution,18-25,1,1,1,1,local_knowledge|lone_wolf,Suspect demonstrated knowledge of the local area. single offender acted alone.,4,1
FIR-00323,assault,parking_lot,UP,afternoon,knife,none,individual,60+,0,0,1,0,psychological_manipulation|escape_vehicle_used|accomplice_involved|lone_wolf|insider_help,Victim was manipulated psychologically. suspect escaped using a vehicle. at least one accomplice was involved in the act. single offender acted alone. insider assistance may have been involved.,5,0
FIR-00324,burglary,educational_institution,MH,night,none,forced_entry,household,18-25,1,0,1,0,use_of_disguise|use_of_technology|planned_operation|night_operation|insider_help,Suspect used a disguise to conceal identity. digital tools or devices were used. evidence of pre-planned operation. crime was executed during nighttime hours. insider assistance may have been involved.,7,1
FIR-00325,kidnapping,bank_premises,TN,afternoon,knife,social_engineering,individual,juvenile,0,3,0,0,multiple_offenders|local_knowledge|insider_help|repeat_target|use_of_disguise,Multiple offenders participated. suspect demonstrated knowledge of the local area. insider assistance may have been involved. location or victim was targeted previously. suspect used a disguise to conceal identity.,9,0
FIR-00326,vandalism,parking_lot,DL,night,none,none,household,36-45,1,1,0,0,multiple_offenders|use_of_disguise|use_of_technology|insider_help,Multiple offenders participated. suspect used a disguise to conceal identity. digital tools or devices were used. insider assistance may have been involved.,2,0
FIR-00327,kidnapping,public_transport,HR,afternoon,chemical,social_engineering,individual,juvenile,1,2,1,0,physical_restraint|psychological_manipulation|multiple_offenders|lone_wolf,Victim was physically restrained. victim was manipulated psychologically. multiple offenders participated. single offender acted alone.,10,0
FIR-00328,assault,parking_lot,GJ,afternoon,knife,none,individual,60+,0,0,1,0,use_of_technology|psychological_manipulation|lone_wolf|insider_help|escape_vehicle_used,Digital tools or devices were used. victim was manipulated psychologically. single offender acted alone. insider assistance may have been involved. suspect escaped using a vehicle.,6,0
FIR-00329,assault,rural_area,KA,evening,blunt_object,none,individual,juvenile,1,0,1,0,planned_operation|local_knowledge,Evidence of pre-planned operation. suspect demonstrated knowledge of the local area.,5,0
FIR-00330,fraud,rural_area,MH,midnight,none,window_break,financial_institution,18-25,1,0,0,1,escape_vehicle_used|local_knowledge|insider_help|planned_operation,Suspect escaped using a vehicle. suspect demonstrated knowledge of the local area. insider assistance may have been involved. evidence of pre-planned operation.,6,1
FIR-00331,assault,commercial_zone,WB,evening,none,unlocked_door,infrastructure,36-45,0,1,1,0,repeat_target|lone_wolf,Location or victim was targeted previously. single offender acted alone.,6,1
FIR-00332,assault,public_transport,PB,night,knife,none,individual,18-25,0,1,0,0,physical_restraint|use_of_disguise|night_operation,Victim was physically restrained. suspect used a disguise to conceal identity. crime was executed during nighttime hours.,5,1
FIR-00333,robbery,parking_lot,WB,midnight,knife,forced_entry,infrastructure,juvenile,1,0,0,0,accomplice_involved|evidence_concealment|repeat_target|psychological_manipulation,At least one accomplice was involved in the act. suspect attempted to conceal evidence. location or victim was targeted previously. victim was manipulated psychologically.,7,1
FIR-00334,vandalism,rural_area,UP,morning,chemical,none,multiple,26-35,0,4,0,0,use_of_disguise|accomplice_involved|multiple_offenders,Suspect used a disguise to conceal identity. at least one accomplice was involved in the act. multiple offenders participated.,2,0
FIR-00335,vehicle_theft,marketplace,KL,morning,none,unlocked_door,infrastructure,26-35,0,1,1,0,night_operation|use_of_disguise|multiple_offenders|opportunistic|planned_operation,Crime was executed during nighttime hours. suspect used a disguise to conceal identity. multiple offenders participated. crime appears to be opportunistic in nature. evidence of pre-planned operation.,5,1
FIR-00336,robbery,bank_premises,MH,afternoon,firearm,none,government_property,60+,1,1,0,0,night_operation|planned_operation|repeat_target|insider_help|physical_restraint,Crime was executed during nighttime hours. evidence of pre-planned operation. location or victim was targeted previously. insider assistance may have been involved. victim was physically restrained.,9,0
FIR-00337,drug_offense,industrial_area,TS,midnight,improvised_tool,none,vehicle,juvenile,0,0,0,0,local_knowledge|insider_help,Suspect demonstrated knowledge of the local area. insider assistance may have been involved.,6,1
FIR-00338,assault,rural_area,AP,afternoon,blunt_object,none,individual,18-25,0,4,1,0,night_operation|evidence_concealment|multiple_offenders|planned_operation|escape_vehicle_used,Crime was executed during nighttime hours. suspect attempted to conceal evidence. multiple offenders participated. evidence of pre-planned operation. suspect escaped using a vehicle.,7,0
FIR-00339,kidnapping,commercial_zone,KA,evening,none,social_engineering,individual,juvenile,0,1,0,0,repeat_target|prior_surveillance|accomplice_involved,Location or victim was targeted previously. suspect conducted prior surveillance of the target. at least one accomplice was involved in the act.,8,0
FIR-00340,assault,marketplace,TN,afternoon,blunt_object,none,infrastructure,36-45,1,0,0,0,evidence_concealment|use_of_technology|repeat_target|lone_wolf|opportunistic,Suspect attempted to conceal evidence. digital tools or devices were used. location or victim was targeted previously. single offender acted alone. crime appears to be opportunistic in nature.,7,0
FIR-00341,kidnapping,industrial_area,TS,early_morning,improvised_tool,social_engineering,individual,46-60,0,1,0,0,opportunistic|insider_help|planned_operation|use_of_disguise,Crime appears to be opportunistic in nature. insider assistance may have been involved. evidence of pre-planned operation. suspect used a disguise to conceal identity.,9,0
FIR-00342,vandalism,highway,TS,midnight,improvised_tool,none,commercial_establishment,46-60,1,1,0,0,psychological_manipulation|prior_surveillance|lone_wolf|physical_restraint,Victim was manipulated psychologically. suspect conducted prior surveillance of the target. single offender acted alone. victim was physically restrained.,3,1
FIR-00343,fraud,public_transport,KA,afternoon,none,impersonation,individual,60+,0,1,0,1,physical_restraint|accomplice_involved,Victim was physically restrained. at least one accomplice was involved in the act.,6,1
FIR-00344,murder,rural_area,AP,midnight,blunt_object,forced_entry,individual,36-45,1,1,1,0,evidence_concealment|accomplice_involved,Suspect attempted to conceal evidence. at least one accomplice was involved in the act.,9,0
